Timestamp,Class,Confidence,BoundingBox_Area,Snapshot_File
2026-02-20 19:42:01,Pothole,0.69,9216,Pothole_20260220_194201_009.jpg
2026-02-20 19:42:01,Pothole,0.71,53055,Pothole_20260220_194201_173.jpg
2026-02-20 19:42:01,Pothole,0.68,9312,Pothole_20260220_194201_177.jpg
2026-02-20 19:42:01,Pothole,0.84,61004,Pothole_20260220_194201_346.jpg
2026-02-20 19:42:01,Pothole,0.70,10388,Pothole_20260220_194201_350.jpg
2026-02-20 19:42:01,Pothole,0.79,59450,Pothole_20260220_194201_516.jpg
2026-02-20 19:42:01,Pothole,0.68,9850,Pothole_20260220_194201_521.jpg
2026-02-20 19:42:01,Pothole,0.78,60600,Pothole_20260220_194201_686.jpg
2026-02-20 19:42:01,Pothole,0.69,10452,Pothole_20260220_194201_689.jpg
2026-02-20 19:42:01,Pothole,0.81,49680,Pothole_20260220_194201_858.jpg
2026-02-20 19:42:01,Pothole,0.71,12040,Pothole_20260220_194201_861.jpg
2026-02-20 19:42:02,Pothole,0.81,51943,Pothole_20260220_194202_034.jpg
2026-02-20 19:42:02,Pothole,0.71,11984,Pothole_20260220_194202_040.jpg
2026-02-20 19:42:02,Pothole,0.83,45920,Pothole_20260220_194202_205.jpg
2026-02-20 19:42:02,Pothole,0.76,10710,Pothole_20260220_194202_208.jpg
2026-02-20 19:42:02,Pothole,0.80,41300,Pothole_20260220_194202_374.jpg
2026-02-20 19:42:02,Pothole,0.77,11275,Pothole_20260220_194202_377.jpg
2026-02-20 19:42:02,Pothole,0.77,11664,Pothole_20260220_194202_546.jpg
2026-02-20 19:42:02,Pothole,0.71,34272,Pothole_20260220_194202_549.jpg
2026-02-20 19:42:02,Pothole,0.71,12936,Pothole_20260220_194202_718.jpg
2026-02-20 19:42:02,Pothole,0.64,32960,Pothole_20260220_194202_721.jpg
2026-02-20 19:42:02,Pothole,0.70,12825,Pothole_20260220_194202_889.jpg
2026-02-20 19:42:02,Pothole,0.65,26845,Pothole_20260220_194202_891.jpg
2026-02-20 19:42:03,Pothole,0.69,13108,Pothole_20260220_194203_065.jpg
2026-02-20 19:42:03,Pothole,0.67,26145,Pothole_20260220_194203_068.jpg
2026-02-20 19:42:03,Pothole,0.67,12582,Pothole_20260220_194203_233.jpg
2026-02-20 19:42:03,Pothole,0.56,24485,Pothole_20260220_194203_238.jpg
2026-02-20 19:42:03,Pothole,0.27,17920,Pothole_20260220_194203_243.jpg
2026-02-20 19:42:03,Pothole,0.73,13338,Pothole_20260220_194203_410.jpg
2026-02-20 19:42:03,Pothole,0.38,11154,Pothole_20260220_194203_415.jpg
2026-02-20 19:42:03,Pothole,0.30,15998,Pothole_20260220_194203_417.jpg
2026-02-20 19:42:03,Pothole,0.25,23705,Pothole_20260220_194203_420.jpg
2026-02-20 19:42:03,Pothole,0.75,14823,Pothole_20260220_194203_586.jpg
2026-02-20 19:42:03,Pothole,0.78,13320,Pothole_20260220_194203_758.jpg
2026-02-20 19:42:03,Pothole,0.87,8636,Pothole_20260220_194203_924.jpg
2026-02-20 19:42:03,Pothole,0.81,15480,Pothole_20260220_194203_927.jpg
2026-02-20 19:42:04,Pothole,0.88,8704,Pothole_20260220_194204_105.jpg
2026-02-20 19:42:04,Pothole,0.81,15540,Pothole_20260220_194204_108.jpg
2026-02-20 19:42:04,Pothole,0.88,8733,Pothole_20260220_194204_274.jpg
2026-02-20 19:42:04,Pothole,0.82,15660,Pothole_20260220_194204_276.jpg
2026-02-20 19:42:04,Pothole,0.80,15438,Pothole_20260220_194204_446.jpg
2026-02-20 19:42:04,Pothole,0.70,9512,Pothole_20260220_194204_449.jpg
2026-02-20 19:42:04,Pothole,0.69,8150,Pothole_20260220_194204_450.jpg
2026-02-20 19:42:04,Pothole,0.78,16185,Pothole_20260220_194204_618.jpg
2026-02-20 19:42:04,Pothole,0.73,8400,Pothole_20260220_194204_621.jpg
2026-02-20 19:42:04,Pothole,0.64,8250,Pothole_20260220_194204_622.jpg
2026-02-20 19:42:04,Pothole,0.73,16660,Pothole_20260220_194204_789.jpg
2026-02-20 19:42:04,Pothole,0.56,8586,Pothole_20260220_194204_791.jpg
2026-02-20 19:42:04,Pothole,0.72,17395,Pothole_20260220_194204_960.jpg
2026-02-20 19:42:04,Pothole,0.65,8313,Pothole_20260220_194204_963.jpg
2026-02-20 19:42:05,Pothole,0.72,17466,Pothole_20260220_194205_138.jpg
2026-02-20 19:42:05,Pothole,0.66,8996,Pothole_20260220_194205_141.jpg
2026-02-20 19:42:05,Pothole,0.71,17982,Pothole_20260220_194205_310.jpg
2026-02-20 19:42:05,Pothole,0.69,8892,Pothole_20260220_194205_312.jpg
2026-02-20 19:42:05,Pothole,0.72,18150,Pothole_20260220_194205_477.jpg
2026-02-20 19:42:05,Pothole,0.69,10696,Pothole_20260220_194205_480.jpg
2026-02-20 19:42:05,Pothole,0.74,17666,Pothole_20260220_194205_650.jpg
2026-02-20 19:42:05,Pothole,0.61,12032,Pothole_20260220_194205_653.jpg
2026-02-20 19:42:05,Pothole,0.77,17136,Pothole_20260220_194205_822.jpg
2026-02-20 19:42:05,Pothole,0.64,12462,Pothole_20260220_194205_825.jpg
2026-02-20 19:42:05,Pothole,0.79,17520,Pothole_20260220_194205_997.jpg
2026-02-20 19:42:05,Pothole,0.70,12600,Pothole_20260220_194205_999.jpg
2026-02-20 19:42:06,Pothole,0.78,17301,Pothole_20260220_194206_172.jpg
2026-02-20 19:42:06,Pothole,0.70,12744,Pothole_20260220_194206_174.jpg
2026-02-20 19:42:06,Pothole,0.78,18018,Pothole_20260220_194206_338.jpg
2026-02-20 19:42:06,Pothole,0.70,12556,Pothole_20260220_194206_341.jpg
2026-02-20 19:42:06,Pothole,0.79,18249,Pothole_20260220_194206_505.jpg
2026-02-20 19:42:06,Pothole,0.66,12551,Pothole_20260220_194206_508.jpg
2026-02-20 19:42:06,Pothole,0.78,19923,Pothole_20260220_194206_678.jpg
2026-02-20 19:42:06,Pothole,0.65,14076,Pothole_20260220_194206_681.jpg
2026-02-20 19:42:06,Pothole,0.75,19620,Pothole_20260220_194206_850.jpg
2026-02-20 19:42:06,Pothole,0.63,12927,Pothole_20260220_194206_852.jpg
2026-02-20 19:42:07,Pothole,0.72,18275,Pothole_20260220_194207_030.jpg
2026-02-20 19:42:07,Pothole,0.57,13400,Pothole_20260220_194207_033.jpg
2026-02-20 19:42:07,Pothole,0.74,18879,Pothole_20260220_194207_202.jpg
2026-02-20 19:42:07,Pothole,0.57,12741,Pothole_20260220_194207_205.jpg
2026-02-20 19:42:07,Pothole,0.81,18568,Pothole_20260220_194207_420.jpg
2026-02-20 19:42:07,Pothole,0.62,11970,Pothole_20260220_194207_423.jpg
2026-02-20 19:42:07,Pothole,0.75,19596,Pothole_20260220_194207_614.jpg
2026-02-20 19:42:07,Pothole,0.41,10944,Pothole_20260220_194207_619.jpg
2026-02-20 19:42:07,Pothole,0.25,14706,Pothole_20260220_194207_622.jpg
2026-02-20 19:42:07,Pothole,0.83,18928,Pothole_20260220_194207_786.jpg
2026-02-20 19:42:07,Pothole,0.57,9776,Pothole_20260220_194207_789.jpg
2026-02-20 19:42:07,Pothole,0.33,8600,Pothole_20260220_194207_795.jpg
2026-02-20 19:42:07,Pothole,0.79,19095,Pothole_20260220_194207_958.jpg
2026-02-20 19:42:07,Pothole,0.38,8640,Pothole_20260220_194207_964.jpg
2026-02-20 19:42:08,Pothole,0.80,19206,Pothole_20260220_194208_134.jpg
2026-02-20 19:42:08,Pothole,0.51,8320,Pothole_20260220_194208_139.jpg
2026-02-20 19:42:08,Pothole,0.44,11988,Pothole_20260220_194208_142.jpg
2026-02-20 19:42:08,Pothole,0.80,19104,Pothole_20260220_194208_310.jpg
2026-02-20 19:42:08,Pothole,0.42,11988,Pothole_20260220_194208_315.jpg
2026-02-20 19:42:08,Pothole,0.80,20394,Pothole_20260220_194208_478.jpg
2026-02-20 19:42:08,Pothole,0.46,12320,Pothole_20260220_194208_482.jpg
2026-02-20 19:42:08,Pothole,0.78,19594,Pothole_20260220_194208_646.jpg
2026-02-20 19:42:08,Pothole,0.36,11880,Pothole_20260220_194208_651.jpg
2026-02-20 19:42:08,Pothole,0.69,20099,Pothole_20260220_194208_818.jpg
2026-02-20 19:42:08,Pothole,0.43,12528,Pothole_20260220_194208_824.jpg
2026-02-20 19:42:08,Pothole,0.68,16050,Pothole_20260220_194208_990.jpg
2026-02-20 19:42:08,Pothole,0.64,18700,Pothole_20260220_194208_994.jpg
2026-02-20 19:42:09,Pothole,0.73,18500,Pothole_20260220_194209_166.jpg
2026-02-20 19:42:09,Pothole,0.51,12300,Pothole_20260220_194209_169.jpg
2026-02-20 19:42:09,Pothole,0.74,18216,Pothole_20260220_194209_338.jpg
2026-02-20 19:42:09,Pothole,0.49,11685,Pothole_20260220_194209_342.jpg
2026-02-20 19:42:09,Pothole,0.78,9798,Pothole_20260220_194209_510.jpg
2026-02-20 19:42:09,Pothole,0.73,17600,Pothole_20260220_194209_512.jpg
2026-02-20 19:42:09,Pothole,0.80,9709,Pothole_20260220_194209_678.jpg
2026-02-20 19:42:09,Pothole,0.71,8325,Pothole_20260220_194209_680.jpg
2026-02-20 19:42:09,Pothole,0.58,19467,Pothole_20260220_194209_682.jpg
2026-02-20 19:42:09,Pothole,0.70,11844,Pothole_20260220_194209_854.jpg
2026-02-20 19:42:09,Pothole,0.60,9690,Pothole_20260220_194209_857.jpg
2026-02-20 19:42:09,Pothole,0.54,17976,Pothole_20260220_194209_858.jpg
2026-02-20 19:42:09,Pothole,0.46,15600,Pothole_20260220_194209_860.jpg
2026-02-20 19:42:10,Pothole,0.80,11929,Pothole_20260220_194210_042.jpg
2026-02-20 19:42:10,Pothole,0.67,10036,Pothole_20260220_194210_045.jpg
2026-02-20 19:42:10,Pothole,0.60,16536,Pothole_20260220_194210_047.jpg
2026-02-20 19:42:10,Pothole,0.49,15124,Pothole_20260220_194210_049.jpg
2026-02-20 19:42:10,Pothole,0.67,8704,Pothole_20260220_194210_218.jpg
2026-02-20 19:42:10,Pothole,0.59,10431,Pothole_20260220_194210_223.jpg
2026-02-20 19:42:10,Pothole,0.57,16485,Pothole_20260220_194210_225.jpg
2026-02-20 19:42:10,Pothole,0.39,16443,Pothole_20260220_194210_230.jpg
2026-02-20 19:42:10,Pothole,0.66,8840,Pothole_20260220_194210_397.jpg
2026-02-20 19:42:10,Pothole,0.59,16583,Pothole_20260220_194210_403.jpg
2026-02-20 19:42:10,Pothole,0.58,10856,Pothole_20260220_194210_407.jpg
2026-02-20 19:42:10,Pothole,0.38,16720,Pothole_20260220_194210_411.jpg
2026-02-20 19:42:10,Pothole,0.61,12078,Pothole_20260220_194210_574.jpg
2026-02-20 19:42:10,Pothole,0.57,16585,Pothole_20260220_194210_577.jpg
2026-02-20 19:42:10,Pothole,0.65,11550,Pothole_20260220_194210_746.jpg
2026-02-20 19:42:10,Pothole,0.59,15336,Pothole_20260220_194210_749.jpg
2026-02-20 19:42:10,Pothole,0.64,11968,Pothole_20260220_194210_917.jpg
2026-02-20 19:42:10,Pothole,0.63,16060,Pothole_20260220_194210_919.jpg
2026-02-20 19:42:10,Pothole,0.32,19780,Pothole_20260220_194210_926.jpg
2026-02-20 19:42:11,Pothole,0.67,14248,Pothole_20260220_194211_101.jpg
2026-02-20 19:42:11,Pothole,0.63,12212,Pothole_20260220_194211_104.jpg
2026-02-20 19:42:11,Pothole,0.67,13728,Pothole_20260220_194211_278.jpg
2026-02-20 19:42:11,Pothole,0.64,11304,Pothole_20260220_194211_280.jpg
2026-02-20 19:42:11,Pothole,0.68,13936,Pothole_20260220_194211_450.jpg
2026-02-20 19:42:11,Pothole,0.63,11218,Pothole_20260220_194211_453.jpg
2026-02-20 19:42:11,Pothole,0.69,12792,Pothole_20260220_194211_617.jpg
2026-02-20 19:42:11,Pothole,0.52,13970,Pothole_20260220_194211_620.jpg
2026-02-20 19:42:11,Pothole,0.56,11280,Pothole_20260220_194211_790.jpg
2026-02-20 19:42:11,Pothole,0.56,11856,Pothole_20260220_194211_793.jpg
2026-02-20 19:42:11,Pothole,0.53,13833,Pothole_20260220_194211_961.jpg
2026-02-20 19:42:11,Pothole,0.52,10670,Pothole_20260220_194211_964.jpg
2026-02-20 19:42:11,Pothole,0.38,18300,Pothole_20260220_194211_968.jpg
2026-02-20 19:42:12,Pothole,0.65,8151,Pothole_20260220_194212_142.jpg
2026-02-20 19:42:12,Pothole,0.55,10185,Pothole_20260220_194212_146.jpg
2026-02-20 19:42:12,Pothole,0.52,15336,Pothole_20260220_194212_147.jpg
2026-02-20 19:42:12,Pothole,0.41,12936,Pothole_20260220_194212_150.jpg
2026-02-20 19:42:12,Pothole,0.72,10125,Pothole_20260220_194212_318.jpg
2026-02-20 19:42:12,Pothole,0.51,9595,Pothole_20260220_194212_321.jpg
2026-02-20 19:42:12,Pothole,0.48,9928,Pothole_20260220_194212_323.jpg
2026-02-20 19:42:12,Pothole,0.71,10108,Pothole_20260220_194212_488.jpg
2026-02-20 19:42:12,Pothole,0.52,9494,Pothole_20260220_194212_491.jpg
2026-02-20 19:42:12,Pothole,0.49,10275,Pothole_20260220_194212_494.jpg
2026-02-20 19:42:12,Pothole,0.70,8815,Pothole_20260220_194212_658.jpg
2026-02-20 19:42:12,Pothole,0.59,11305,Pothole_20260220_194212_660.jpg
2026-02-20 19:42:12,Pothole,0.48,8320,Pothole_20260220_194212_662.jpg
2026-02-20 19:42:12,Pothole,0.47,9785,Pothole_20260220_194212_664.jpg
2026-02-20 19:42:12,Pothole,0.33,21406,Pothole_20260220_194212_670.jpg
2026-02-20 19:42:12,Pothole,0.68,8888,Pothole_20260220_194212_834.jpg
2026-02-20 19:42:12,Pothole,0.61,10965,Pothole_20260220_194212_837.jpg
2026-02-20 19:42:13,Pothole,0.59,9246,Pothole_20260220_194213_011.jpg
2026-02-20 19:42:13,Pothole,0.67,10035,Pothole_20260220_194213_177.jpg
2026-02-20 19:42:13,Pothole,0.62,10246,Pothole_20260220_194213_344.jpg
2026-02-20 19:42:13,Pothole,0.66,10199,Pothole_20260220_194213_514.jpg
2026-02-20 19:42:13,Pothole,0.63,11150,Pothole_20260220_194213_677.jpg
2026-02-20 19:42:13,Pothole,0.69,15067,Pothole_20260220_194213_840.jpg
2026-02-20 19:42:14,Pothole,0.69,14573,Pothole_20260220_194214_018.jpg
2026-02-20 19:42:14,Pothole,0.63,16214,Pothole_20260220_194214_185.jpg
2026-02-20 19:42:14,Pothole,0.58,16388,Pothole_20260220_194214_358.jpg
2026-02-20 19:42:14,Pothole,0.58,16629,Pothole_20260220_194214_525.jpg
2026-02-20 19:42:14,Pothole,0.68,17395,Pothole_20260220_194214_689.jpg
2026-02-20 19:42:14,Pothole,0.60,16936,Pothole_20260220_194214_858.jpg
2026-02-20 19:42:15,Pothole,0.62,18870,Pothole_20260220_194215_030.jpg
2026-02-20 19:42:15,Pothole,0.37,8658,Pothole_20260220_194215_034.jpg
2026-02-20 19:42:15,Pothole,0.71,18656,Pothole_20260220_194215_202.jpg
2026-02-20 19:42:15,Pothole,0.73,19838,Pothole_20260220_194215_370.jpg
2026-02-20 19:42:15,Pothole,0.25,8200,Pothole_20260220_194215_375.jpg
2026-02-20 19:42:15,Pothole,0.72,20181,Pothole_20260220_194215_542.jpg
2026-02-20 19:42:15,Pothole,0.25,8920,Pothole_20260220_194215_547.jpg
2026-02-20 19:42:15,Pothole,0.69,16154,Pothole_20260220_194215_714.jpg
2026-02-20 19:42:15,Pothole,0.67,19380,Pothole_20260220_194215_882.jpg
2026-02-20 19:42:16,Pothole,0.59,22140,Pothole_20260220_194216_059.jpg
2026-02-20 19:42:16,Pothole,0.59,21828,Pothole_20260220_194216_231.jpg
2026-02-20 19:42:16,Pothole,0.26,10710,Pothole_20260220_194216_239.jpg
2026-02-20 19:42:16,Pothole,0.56,22464,Pothole_20260220_194216_403.jpg
2026-02-20 19:42:16,Pothole,0.26,15480,Pothole_20260220_194216_407.jpg
2026-02-20 19:42:16,Pothole,0.62,21888,Pothole_20260220_194216_571.jpg
2026-02-20 19:42:16,Pothole,0.26,15281,Pothole_20260220_194216_576.jpg
2026-02-20 19:42:16,Pothole,0.72,18900,Pothole_20260220_194216_738.jpg
2026-02-20 19:42:16,Pothole,0.36,10790,Pothole_20260220_194216_743.jpg
2026-02-20 19:42:16,Pothole,0.66,8260,Pothole_20260220_194216_910.jpg
2026-02-20 19:42:16,Pothole,0.63,19012,Pothole_20260220_194216_914.jpg
2026-02-20 19:42:16,Pothole,0.29,13145,Pothole_20260220_194216_921.jpg
2026-02-20 19:42:17,Pothole,0.61,9282,Pothole_20260220_194217_098.jpg
2026-02-20 19:42:17,Pothole,0.60,12802,Pothole_20260220_194217_102.jpg
2026-02-20 19:42:17,Pothole,0.60,9333,Pothole_20260220_194217_268.jpg
2026-02-20 19:42:17,Pothole,0.44,14018,Pothole_20260220_194217_275.jpg
2026-02-20 19:42:17,Pothole,0.38,20188,Pothole_20260220_194217_278.jpg
2026-02-20 19:42:17,Pothole,0.34,11997,Pothole_20260220_194217_280.jpg
2026-02-20 19:42:17,Pothole,0.58,9300,Pothole_20260220_194217_452.jpg
2026-02-20 19:42:17,Pothole,0.60,9300,Pothole_20260220_194217_623.jpg
2026-02-20 19:42:17,Pothole,0.54,9782,Pothole_20260220_194217_790.jpg
2026-02-20 19:42:17,Pothole,0.31,10250,Pothole_20260220_194217_962.jpg
2026-02-20 19:42:18,Pothole,0.31,19404,Pothole_20260220_194218_463.jpg
2026-02-20 19:42:18,Pothole,0.26,10485,Pothole_20260220_194218_466.jpg
2026-02-20 19:42:18,Pothole,0.26,11857,Pothole_20260220_194218_470.jpg
2026-02-20 19:42:18,Pothole,0.70,8262,Pothole_20260220_194218_633.jpg
2026-02-20 19:42:18,Pothole,0.34,19320,Pothole_20260220_194218_639.jpg
2026-02-20 19:42:18,Pothole,0.25,10575,Pothole_20260220_194218_644.jpg
2026-02-20 19:42:18,Pothole,0.41,16425,Pothole_20260220_194218_810.jpg
2026-02-20 19:42:18,Pothole,0.32,9800,Pothole_20260220_194218_814.jpg
2026-02-20 19:42:18,Pothole,0.32,17056,Pothole_20260220_194218_819.jpg
2026-02-20 19:42:18,Pothole,0.30,11284,Pothole_20260220_194218_822.jpg
2026-02-20 19:42:18,Pothole,0.29,13008,Pothole_20260220_194218_823.jpg
2026-02-20 19:42:18,Pothole,0.74,8550,Pothole_20260220_194218_990.jpg
2026-02-20 19:42:19,Pothole,0.35,9400,Pothole_20260220_194219_000.jpg
